DATE|IMSI|PRIMARY INTEREST|SECONDARY INTEREST|WEIGHTING
FEBRUARY 2016|123456700000821|News & Media|Science|5
FEBRUARY 2016|123456700000821|News & Media|Magazines & E-Zines|10
FEBRUARY 2016|123456700000821|Books & Literature|Book Retailers|62
FEBRUARY 2016|123456700000821|Books & Literature|Book Retailers|33
FEBRUARY 2016|123456700000821|Sport|Sport|17
FEBRUARY 2016|123456700000822|Sport|Rugby|24
FEBRUARY 2016|123456700000822|Arts & Entertainment|TV & Video|98
FEBRUARY 2016|123456700000822|News & Media|News|87
FEBRUARY 2016|123456700000822|Sport|Golf|36
FEBRUARY 2016|123456700000822|Sport|Soccer|44
FEBRUARY 2016|123456700000823|Sport|Soccer|11
FEBRUARY 2016|123456700000823|Arts & Entertainment|TV & Video|95
FEBRUARY 2016|123456700000823|Sport|Sport|2
FEBRUARY 2016|123456700000823|Sport|Soccer|43
FEBRUARY 2016|123456700000823|Internet & Telecom|Social Networking|65
FEBRUARY 2016|123456700000824|Books & Literature|Book Retailers|38
FEBRUARY 2016|123456700000824|Sport|Sport|38
FEBRUARY 2016|123456700000824|Arts & Entertainment|TV & Video|67
FEBRUARY 2016|123456700000824|Internet & Telecom|Social Networking|36
FEBRUARY 2016|123456700000824|News & Media|Magazines & E-Zines|77
FEBRUARY 2016|123456700000825|Sport|Soccer|17
FEBRUARY 2016|123456700000825|News & Media|Science|91
FEBRUARY 2016|123456700000825|News & Media|Magazines & E-Zines|56
FEBRUARY 2016|123456700000825|News & Media|Science|27
FEBRUARY 2016|123456700000825|Sport|Sport|86
FEBRUARY 2016|123456700000826|Internet & Telecom|Social Networking|52
FEBRUARY 2016|123456700000826|Sport|Sport|40
FEBRUARY 2016|123456700000826|Finance|Banking|25
FEBRUARY 2016|123456700000826|Finance|Banking|11
FEBRUARY 2016|123456700000826|Sport|Soccer|81
FEBRUARY 2016|123456700000827|News & Media|Science|32
FEBRUARY 2016|123456700000827|Books & Literature|Book Retailers|0
FEBRUARY 2016|123456700000827|Books & Literature|Book Retailers|92
FEBRUARY 2016|123456700000827|Books & Literature|Book Retailers|81
FEBRUARY 2016|123456700000827|Books & Literature|Book Retailers|49
FEBRUARY 2016|123456700000828|Sport|Golf|27
FEBRUARY 2016|123456700000828|Books & Literature|Book Retailers|26
FEBRUARY 2016|123456700000828|Gambling|Sports Gambling|69
FEBRUARY 2016|123456700000828|Books & Literature|Book Retailers|60
FEBRUARY 2016|123456700000828|News & Media|News|31
FEBRUARY 2016|123456700000829|Sport|Sport|56
FEBRUARY 2016|123456700000829|Sport|Soccer|45
FEBRUARY 2016|123456700000829|Sport|Golf|5
FEBRUARY 2016|123456700000829|News & Media|News|5
FEBRUARY 2016|123456700000829|Sport|Soccer|4
FEBRUARY 2016|123456700000830|Books & Literature|Book Retailers|36
FEBRUARY 2016|123456700000830|Sport|Rugby|24
FEBRUARY 2016|123456700000830|Books & Literature|Book Retailers|53
FEBRUARY 2016|123456700000830|Internet & Telecom|Social Networking|28
FEBRUARY 2016|123456700000830|News & Media|Magazines & E-Zines|10
FEBRUARY 2016|123456700000831|Sport|Soccer|57
FEBRUARY 2016|123456700000831|Books & Literature|Book Retailers|48
FEBRUARY 2016|123456700000831|News & Media|News|81
FEBRUARY 2016|123456700000831|Internet & Telecom|Social Networking|2
FEBRUARY 2016|123456700000831|Books & Literature|Book Retailers|91
FEBRUARY 2016|123456700000832|Sport|Golf|92
FEBRUARY 2016|123456700000832|News & Media|Magazines & E-Zines|40
FEBRUARY 2016|123456700000832|News & Media|Science|84
FEBRUARY 2016|123456700000832|Finance|Banking|55
FEBRUARY 2016|123456700000832|Sport|Sport|26
FEBRUARY 2016|123456700000833|News & Media|Science|75
FEBRUARY 2016|123456700000833|Arts & Entertainment|TV & Video|83
FEBRUARY 2016|123456700000833|Finance|Banking|32
FEBRUARY 2016|123456700000833|Arts & Entertainment|TV & Video|99
FEBRUARY 2016|123456700000833|Finance|Banking|82
FEBRUARY 2016|123456700000834|Sport|Golf|41
FEBRUARY 2016|123456700000834|Gambling|Sports Gambling|1
FEBRUARY 2016|123456700000834|Finance|Banking|34
FEBRUARY 2016|123456700000834|News & Media|Magazines & E-Zines|57
FEBRUARY 2016|123456700000834|Gambling|Sports Gambling|9
FEBRUARY 2016|123456700000835|Books & Literature|Book Retailers|81
FEBRUARY 2016|123456700000835|News & Media|News|72
FEBRUARY 2016|123456700000835|Sport|Rugby|93
FEBRUARY 2016|123456700000835|News & Media|News|53
FEBRUARY 2016|123456700000835|News & Media|Magazines & E-Zines|80
FEBRUARY 2016|123456700000836|News & Media|News|9
FEBRUARY 2016|123456700000836|Arts & Entertainment|TV & Video|50
FEBRUARY 2016|123456700000836|Gambling|Sports Gambling|11
FEBRUARY 2016|123456700000836|Sport|Soccer|89
FEBRUARY 2016|123456700000836|News & Media|Science|7
FEBRUARY 2016|123456700000837|News & Media|Science|0
FEBRUARY 2016|123456700000837|Sport|Golf|71
FEBRUARY 2016|123456700000837|Sport|Golf|84
FEBRUARY 2016|123456700000837|Sport|Sport|69
FEBRUARY 2016|123456700000837|Internet & Telecom|Social Networking|76
FEBRUARY 2016|123456700000838|News & Media|News|27
FEBRUARY 2016|123456700000838|Sport|Soccer|91
FEBRUARY 2016|123456700000838|Sport|Rugby|91
FEBRUARY 2016|123456700000838|Sport|Soccer|6
FEBRUARY 2016|123456700000838|Arts & Entertainment|TV & Video|99
FEBRUARY 2016|123456700000839|Finance|Banking|75
FEBRUARY 2016|123456700000839|Books & Literature|Book Retailers|59
FEBRUARY 2016|123456700000839|Internet & Telecom|Social Networking|22
FEBRUARY 2016|123456700000839|Arts & Entertainment|TV & Video|86
FEBRUARY 2016|123456700000839|Books & Literature|Book Retailers|13
FEBRUARY 2016|123456700000840|Sport|Golf|4
FEBRUARY 2016|123456700000840|Sport|Rugby|51
FEBRUARY 2016|123456700000840|Gambling|Sports Gambling|76
FEBRUARY 2016|123456700000840|Internet & Telecom|Social Networking|9
FEBRUARY 2016|123456700000840|Sport|Soccer|17
FEBRUARY 2016|123456700000841|Sport|Soccer|24
FEBRUARY 2016|123456700000841|Gambling|Sports Gambling|49
FEBRUARY 2016|123456700000841|News & Media|Science|14
FEBRUARY 2016|123456700000841|Books & Literature|Book Retailers|92
FEBRUARY 2016|123456700000841|Sport|Soccer|75
FEBRUARY 2016|123456700000842|Sport|Sport|78
FEBRUARY 2016|123456700000842|News & Media|Magazines & E-Zines|93
FEBRUARY 2016|123456700000842|News & Media|Science|55
FEBRUARY 2016|123456700000842|Sport|Golf|95
FEBRUARY 2016|123456700000842|News & Media|Science|17
FEBRUARY 2016|123456700000843|Sport|Rugby|47
FEBRUARY 2016|123456700000843|Finance|Banking|70
FEBRUARY 2016|123456700000843|Sport|Soccer|54
FEBRUARY 2016|123456700000843|Books & Literature|Book Retailers|74
FEBRUARY 2016|123456700000843|News & Media|Magazines & E-Zines|84
FEBRUARY 2016|123456700000844|Sport|Golf|67
FEBRUARY 2016|123456700000844|News & Media|Magazines & E-Zines|41
FEBRUARY 2016|123456700000844|Books & Literature|Book Retailers|66
FEBRUARY 2016|123456700000844|Books & Literature|Book Retailers|55
FEBRUARY 2016|123456700000844|News & Media|Magazines & E-Zines|23
FEBRUARY 2016|123456700000845|Gambling|Sports Gambling|13
FEBRUARY 2016|123456700000845|News & Media|Science|100
FEBRUARY 2016|123456700000845|News & Media|Science|87
FEBRUARY 2016|123456700000845|Sport|Golf|86
FEBRUARY 2016|123456700000845|News & Media|News|13
FEBRUARY 2016|123456700000846|Finance|Banking|26
FEBRUARY 2016|123456700000846|Gambling|Sports Gambling|34
FEBRUARY 2016|123456700000846|Gambling|Sports Gambling|46
FEBRUARY 2016|123456700000846|Sport|Soccer|4
FEBRUARY 2016|123456700000846|Finance|Banking|66
FEBRUARY 2016|123456700000847|Finance|Banking|9
FEBRUARY 2016|123456700000847|Arts & Entertainment|TV & Video|44
FEBRUARY 2016|123456700000847|Sport|Golf|59
FEBRUARY 2016|123456700000847|Sport|Golf|100
FEBRUARY 2016|123456700000847|Internet & Telecom|Social Networking|41
FEBRUARY 2016|123456700000848|Finance|Banking|94
FEBRUARY 2016|123456700000848|Internet & Telecom|Social Networking|19
FEBRUARY 2016|123456700000848|Books & Literature|Book Retailers|18
FEBRUARY 2016|123456700000848|Sport|Golf|46
FEBRUARY 2016|123456700000848|Arts & Entertainment|TV & Video|100
FEBRUARY 2016|123456700000849|News & Media|Magazines & E-Zines|83
FEBRUARY 2016|123456700000849|Gambling|Sports Gambling|18
FEBRUARY 2016|123456700000849|Gambling|Sports Gambling|10
FEBRUARY 2016|123456700000849|News & Media|Science|78
FEBRUARY 2016|123456700000849|News & Media|Magazines & E-Zines|36
FEBRUARY 2016|123456700000850|Finance|Banking|3
FEBRUARY 2016|123456700000850|News & Media|News|12
FEBRUARY 2016|123456700000850|Sport|Golf|27
FEBRUARY 2016|123456700000850|Gambling|Sports Gambling|57
FEBRUARY 2016|123456700000850|Books & Literature|Book Retailers|73
FEBRUARY 2016|123456700000851|News & Media|News|17
FEBRUARY 2016|123456700000851|Sport|Golf|14
FEBRUARY 2016|123456700000851|Internet & Telecom|Social Networking|30
FEBRUARY 2016|123456700000851|Arts & Entertainment|TV & Video|67
FEBRUARY 2016|123456700000851|News & Media|Magazines & E-Zines|30
FEBRUARY 2016|123456700000852|Internet & Telecom|Social Networking|86
FEBRUARY 2016|123456700000852|Finance|Banking|21
FEBRUARY 2016|123456700000852|News & Media|News|99
FEBRUARY 2016|123456700000852|Sport|Golf|96
FEBRUARY 2016|123456700000852|News & Media|Magazines & E-Zines|88
FEBRUARY 2016|123456700000853|Sport|Sport|57
FEBRUARY 2016|123456700000853|News & Media|Science|86
FEBRUARY 2016|123456700000853|News & Media|Science|91
FEBRUARY 2016|123456700000853|News & Media|Magazines & E-Zines|41
FEBRUARY 2016|123456700000853|Sport|Soccer|33
FEBRUARY 2016|123456700000854|News & Media|News|90
FEBRUARY 2016|123456700000854|Sport|Soccer|67
FEBRUARY 2016|123456700000854|Books & Literature|Book Retailers|12
FEBRUARY 2016|123456700000854|Sport|Soccer|52
FEBRUARY 2016|123456700000854|Arts & Entertainment|TV & Video|67
FEBRUARY 2016|123456700000855|Internet & Telecom|Social Networking|57
FEBRUARY 2016|123456700000855|Sport|Soccer|1
FEBRUARY 2016|123456700000855|Sport|Golf|30
FEBRUARY 2016|123456700000855|Gambling|Sports Gambling|84
FEBRUARY 2016|123456700000855|Arts & Entertainment|TV & Video|5
FEBRUARY 2016|123456700000856|News & Media|Science|21
FEBRUARY 2016|123456700000856|Books & Literature|Book Retailers|71
FEBRUARY 2016|123456700000856|Gambling|Sports Gambling|46
FEBRUARY 2016|123456700000856|Arts & Entertainment|TV & Video|8
FEBRUARY 2016|123456700000856|News & Media|Science|67
FEBRUARY 2016|123456700000857|Finance|Banking|12
FEBRUARY 2016|123456700000857|Books & Literature|Book Retailers|48
FEBRUARY 2016|123456700000857|Gambling|Sports Gambling|65
FEBRUARY 2016|123456700000857|Sport|Rugby|91
FEBRUARY 2016|123456700000857|Sport|Golf|18
FEBRUARY 2016|123456700000858|News & Media|Magazines & E-Zines|47
FEBRUARY 2016|123456700000858|News & Media|Magazines & E-Zines|28
FEBRUARY 2016|123456700000858|News & Media|Science|60
FEBRUARY 2016|123456700000858|Sport|Sport|57
FEBRUARY 2016|123456700000858|Sport|Soccer|92
FEBRUARY 2016|123456700000859|Books & Literature|Book Retailers|91
FEBRUARY 2016|123456700000859|Books & Literature|Book Retailers|75
FEBRUARY 2016|123456700000859|News & Media|News|9
FEBRUARY 2016|123456700000859|Finance|Banking|75
FEBRUARY 2016|123456700000859|Sport|Sport|16
FEBRUARY 2016|123456700000860|Sport|Sport|5
FEBRUARY 2016|123456700000860|News & Media|Science|94
FEBRUARY 2016|123456700000860|Sport|Sport|70
FEBRUARY 2016|123456700000860|Internet & Telecom|Social Networking|24
FEBRUARY 2016|123456700000860|Books & Literature|Book Retailers|30
FEBRUARY 2016|123456700000861|Arts & Entertainment|TV & Video|58
FEBRUARY 2016|123456700000861|News & Media|Magazines & E-Zines|53
FEBRUARY 2016|123456700000861|Sport|Soccer|22
FEBRUARY 2016|123456700000861|News & Media|Magazines & E-Zines|28
FEBRUARY 2016|123456700000861|News & Media|Magazines & E-Zines|43
FEBRUARY 2016|123456700000862|Internet & Telecom|Social Networking|84
FEBRUARY 2016|123456700000862|News & Media|News|40
FEBRUARY 2016|123456700000862|Sport|Rugby|59
FEBRUARY 2016|123456700000862|News & Media|Magazines & E-Zines|74
FEBRUARY 2016|123456700000862|Gambling|Sports Gambling|86
FEBRUARY 2016|123456700000863|Finance|Banking|84
FEBRUARY 2016|123456700000863|Books & Literature|Book Retailers|19
FEBRUARY 2016|123456700000863|Sport|Sport|14
FEBRUARY 2016|123456700000863|News & Media|Magazines & E-Zines|61
FEBRUARY 2016|123456700000863|News & Media|Science|30
FEBRUARY 2016|123456700000864|Books & Literature|Book Retailers|27
FEBRUARY 2016|123456700000864|Gambling|Sports Gambling|71
FEBRUARY 2016|123456700000864|Finance|Banking|99
FEBRUARY 2016|123456700000864|Books & Literature|Book Retailers|95
FEBRUARY 2016|123456700000864|Arts & Entertainment|TV & Video|62
FEBRUARY 2016|123456700000865|Finance|Banking|91
FEBRUARY 2016|123456700000865|Finance|Banking|42
FEBRUARY 2016|123456700000865|Internet & Telecom|Social Networking|9
FEBRUARY 2016|123456700000865|Gambling|Sports Gambling|70
FEBRUARY 2016|123456700000865|Sport|Golf|23
FEBRUARY 2016|123456700000866|News & Media|News|24
FEBRUARY 2016|123456700000866|Sport|Rugby|21
FEBRUARY 2016|123456700000866|Finance|Banking|73
FEBRUARY 2016|123456700000866|Sport|Rugby|96
FEBRUARY 2016|123456700000866|Sport|Golf|73
FEBRUARY 2016|123456700000867|Internet & Telecom|Social Networking|11
FEBRUARY 2016|123456700000867|Gambling|Sports Gambling|67
FEBRUARY 2016|123456700000867|Sport|Golf|51
FEBRUARY 2016|123456700000867|Internet & Telecom|Social Networking|36
FEBRUARY 2016|123456700000867|Gambling|Sports Gambling|16
FEBRUARY 2016|123456700000868|Sport|Soccer|22
FEBRUARY 2016|123456700000868|Finance|Banking|46
FEBRUARY 2016|123456700000868|Finance|Banking|79
FEBRUARY 2016|123456700000868|Sport|Sport|88
FEBRUARY 2016|123456700000868|Sport|Rugby|31
FEBRUARY 2016|123456700000869|News & Media|Magazines & E-Zines|52
FEBRUARY 2016|123456700000869|Sport|Golf|69
FEBRUARY 2016|123456700000869|News & Media|Science|54
FEBRUARY 2016|123456700000869|Internet & Telecom|Social Networking|85
FEBRUARY 2016|123456700000869|News & Media|Magazines & E-Zines|54
FEBRUARY 2016|123456700000870|Sport|Sport|47
FEBRUARY 2016|123456700000870|Books & Literature|Book Retailers|66
FEBRUARY 2016|123456700000870|Sport|Sport|13
FEBRUARY 2016|123456700000870|Sport|Sport|5
FEBRUARY 2016|123456700000870|Sport|Golf|76
FEBRUARY 2016|123456700000871|Sport|Soccer|94
FEBRUARY 2016|123456700000871|News & Media|News|53
FEBRUARY 2016|123456700000871|Gambling|Sports Gambling|39
FEBRUARY 2016|123456700000871|Arts & Entertainment|TV & Video|6
FEBRUARY 2016|123456700000871|Books & Literature|Book Retailers|54
FEBRUARY 2016|123456700000872|Sport|Soccer|23
FEBRUARY 2016|123456700000872|Arts & Entertainment|TV & Video|5
FEBRUARY 2016|123456700000872|Books & Literature|Book Retailers|74
FEBRUARY 2016|123456700000872|Sport|Golf|68
FEBRUARY 2016|123456700000872|Sport|Rugby|12
FEBRUARY 2016|123456700000873|Finance|Banking|70
FEBRUARY 2016|123456700000873|News & Media|News|6
FEBRUARY 2016|123456700000873|Gambling|Sports Gambling|64
FEBRUARY 2016|123456700000873|Sport|Soccer|100
FEBRUARY 2016|123456700000873|Finance|Banking|17
FEBRUARY 2016|123456700000874|News & Media|News|88
FEBRUARY 2016|123456700000874|Internet & Telecom|Social Networking|7
FEBRUARY 2016|123456700000874|Sport|Golf|87
FEBRUARY 2016|123456700000874|Sport|Rugby|89
FEBRUARY 2016|123456700000874|Finance|Banking|36
FEBRUARY 2016|123456700000875|Sport|Golf|53
FEBRUARY 2016|123456700000875|Sport|Rugby|14
FEBRUARY 2016|123456700000875|Internet & Telecom|Social Networking|19
FEBRUARY 2016|123456700000875|News & Media|Science|10
FEBRUARY 2016|123456700000875|Sport|Sport|70
FEBRUARY 2016|123456700000876|News & Media|Science|65
FEBRUARY 2016|123456700000876|News & Media|Science|39
FEBRUARY 2016|123456700000876|Finance|Banking|72
FEBRUARY 2016|123456700000876|Sport|Golf|5
FEBRUARY 2016|123456700000876|Sport|Golf|81
FEBRUARY 2016|123456700000877|News & Media|Magazines & E-Zines|92
FEBRUARY 2016|123456700000877|News & Media|News|83
FEBRUARY 2016|123456700000877|Gambling|Sports Gambling|50
FEBRUARY 2016|123456700000877|Sport|Soccer|17
FEBRUARY 2016|123456700000877|Sport|Golf|87
FEBRUARY 2016|123456700000878|News & Media|News|7
FEBRUARY 2016|123456700000878|Sport|Soccer|42
FEBRUARY 2016|123456700000878|Sport|Rugby|36
FEBRUARY 2016|123456700000878|Sport|Golf|49
FEBRUARY 2016|123456700000878|News & Media|Science|3
FEBRUARY 2016|123456700000879|News & Media|Science|22
FEBRUARY 2016|123456700000879|Gambling|Sports Gambling|65
FEBRUARY 2016|123456700000879|Sport|Rugby|5
FEBRUARY 2016|123456700000879|Sport|Soccer|37
FEBRUARY 2016|123456700000879|Books & Literature|Book Retailers|3
FEBRUARY 2016|123456700000880|Internet & Telecom|Social Networking|46
FEBRUARY 2016|123456700000880|Sport|Sport|44
FEBRUARY 2016|123456700000880|News & Media|Magazines & E-Zines|61
FEBRUARY 2016|123456700000880|News & Media|Science|59
FEBRUARY 2016|123456700000880|Sport|Soccer|39
FEBRUARY 2016|123456700000881|Sport|Golf|51
FEBRUARY 2016|123456700000881|News & Media|Magazines & E-Zines|26
FEBRUARY 2016|123456700000881|News & Media|News|8
FEBRUARY 2016|123456700000881|News & Media|Magazines & E-Zines|68
FEBRUARY 2016|123456700000881|Gambling|Sports Gambling|43
FEBRUARY 2016|123456700000882|Internet & Telecom|Social Networking|40
FEBRUARY 2016|123456700000882|News & Media|News|26
FEBRUARY 2016|123456700000882|Books & Literature|Book Retailers|34
FEBRUARY 2016|123456700000882|Sport|Rugby|45
FEBRUARY 2016|123456700000882|Finance|Banking|31
FEBRUARY 2016|123456700000883|News & Media|Magazines & E-Zines|6
FEBRUARY 2016|123456700000883|Sport|Sport|24
FEBRUARY 2016|123456700000883|Gambling|Sports Gambling|53
FEBRUARY 2016|123456700000883|Arts & Entertainment|TV & Video|18
FEBRUARY 2016|123456700000883|News & Media|Science|73
FEBRUARY 2016|123456700000884|Sport|Sport|4
FEBRUARY 2016|123456700000884|Sport|Soccer|3
FEBRUARY 2016|123456700000884|Arts & Entertainment|TV & Video|48
FEBRUARY 2016|123456700000884|News & Media|News|12
FEBRUARY 2016|123456700000884|Gambling|Sports Gambling|75
FEBRUARY 2016|123456700000885|News & Media|News|80
FEBRUARY 2016|123456700000885|Finance|Banking|62
FEBRUARY 2016|123456700000885|Gambling|Sports Gambling|71
FEBRUARY 2016|123456700000885|Sport|Soccer|64
FEBRUARY 2016|123456700000885|Sport|Rugby|22
FEBRUARY 2016|123456700000886|Books & Literature|Book Retailers|53
FEBRUARY 2016|123456700000886|News & Media|Science|17
FEBRUARY 2016|123456700000886|Sport|Rugby|64
FEBRUARY 2016|123456700000886|News & Media|Magazines & E-Zines|7
FEBRUARY 2016|123456700000886|Sport|Golf|76
FEBRUARY 2016|123456700000887|Sport|Rugby|29
FEBRUARY 2016|123456700000887|Sport|Rugby|31
FEBRUARY 2016|123456700000887|Sport|Sport|96
FEBRUARY 2016|123456700000887|Finance|Banking|27
FEBRUARY 2016|123456700000887|News & Media|Science|79
FEBRUARY 2016|123456700000888|Sport|Sport|74
FEBRUARY 2016|123456700000888|Gambling|Sports Gambling|10
FEBRUARY 2016|123456700000888|News & Media|Magazines & E-Zines|96
FEBRUARY 2016|123456700000888|News & Media|Magazines & E-Zines|75
FEBRUARY 2016|123456700000888|Gambling|Sports Gambling|78
FEBRUARY 2016|123456700000889|News & Media|Science|56
FEBRUARY 2016|123456700000889|Sport|Rugby|32
FEBRUARY 2016|123456700000889|News & Media|Magazines & E-Zines|25
FEBRUARY 2016|123456700000889|News & Media|Magazines & E-Zines|94
FEBRUARY 2016|123456700000889|Finance|Banking|90
FEBRUARY 2016|123456700000890|Sport|Rugby|33
FEBRUARY 2016|123456700000890|News & Media|Magazines & E-Zines|64
FEBRUARY 2016|123456700000890|News & Media|News|68
FEBRUARY 2016|123456700000890|Finance|Banking|52
FEBRUARY 2016|123456700000890|Internet & Telecom|Social Networking|39
FEBRUARY 2016|123456700000891|Sport|Sport|55
FEBRUARY 2016|123456700000891|Gambling|Sports Gambling|37
FEBRUARY 2016|123456700000891|Sport|Soccer|85
FEBRUARY 2016|123456700000891|Sport|Rugby|12
FEBRUARY 2016|123456700000891|Books & Literature|Book Retailers|73
FEBRUARY 2016|123456700000892|News & Media|Science|83
FEBRUARY 2016|123456700000892|News & Media|News|75
FEBRUARY 2016|123456700000892|Gambling|Sports Gambling|40
FEBRUARY 2016|123456700000892|Arts & Entertainment|TV & Video|36
FEBRUARY 2016|123456700000892|Sport|Soccer|84
FEBRUARY 2016|123456700000893|News & Media|News|23
FEBRUARY 2016|123456700000893|News & Media|Science|27
FEBRUARY 2016|123456700000893|Sport|Rugby|58
FEBRUARY 2016|123456700000893|Books & Literature|Book Retailers|44
FEBRUARY 2016|123456700000893|News & Media|News|63
FEBRUARY 2016|123456700000894|Internet & Telecom|Social Networking|26
FEBRUARY 2016|123456700000894|Internet & Telecom|Social Networking|61
FEBRUARY 2016|123456700000894|News & Media|Magazines & E-Zines|98
FEBRUARY 2016|123456700000894|Sport|Sport|28
FEBRUARY 2016|123456700000894|Sport|Sport|19
FEBRUARY 2016|123456700000895|News & Media|News|33
FEBRUARY 2016|123456700000895|News & Media|Science|90
FEBRUARY 2016|123456700000895|Books & Literature|Book Retailers|6
FEBRUARY 2016|123456700000895|Sport|Sport|54
FEBRUARY 2016|123456700000895|News & Media|Magazines & E-Zines|7
FEBRUARY 2016|123456700000896|News & Media|Magazines & E-Zines|56
FEBRUARY 2016|123456700000896|Sport|Sport|56
FEBRUARY 2016|123456700000896|News & Media|Magazines & E-Zines|45
FEBRUARY 2016|123456700000896|News & Media|Science|59
FEBRUARY 2016|123456700000896|News & Media|News|66
FEBRUARY 2016|123456700000897|Finance|Banking|42
FEBRUARY 2016|123456700000897|Gambling|Sports Gambling|33
FEBRUARY 2016|123456700000897|Sport|Golf|55
FEBRUARY 2016|123456700000897|Gambling|Sports Gambling|12
FEBRUARY 2016|123456700000897|Finance|Banking|92
FEBRUARY 2016|123456700000898|News & Media|Science|53
FEBRUARY 2016|123456700000898|Sport|Soccer|27
FEBRUARY 2016|123456700000898|Finance|Banking|83
FEBRUARY 2016|123456700000898|News & Media|Science|86
FEBRUARY 2016|123456700000898|News & Media|News|42
FEBRUARY 2016|123456700000899|News & Media|Science|72
FEBRUARY 2016|123456700000899|News & Media|News|84
FEBRUARY 2016|123456700000899|News & Media|Magazines & E-Zines|39
FEBRUARY 2016|123456700000899|Books & Literature|Book Retailers|25
FEBRUARY 2016|123456700000899|Gambling|Sports Gambling|52
FEBRUARY 2016|123456700000900|Finance|Banking|100
FEBRUARY 2016|123456700000900|Arts & Entertainment|TV & Video|90
FEBRUARY 2016|123456700000900|News & Media|Science|60
FEBRUARY 2016|123456700000900|Sport|Rugby|32
FEBRUARY 2016|123456700000900|Finance|Banking|19
FEBRUARY 2016|123456700000901|Sport|Rugby|50
FEBRUARY 2016|123456700000901|News & Media|Magazines & E-Zines|39
FEBRUARY 2016|123456700000901|Sport|Rugby|12
FEBRUARY 2016|123456700000901|Finance|Banking|98
FEBRUARY 2016|123456700000901|Finance|Banking|30
FEBRUARY 2016|123456700000902|Internet & Telecom|Social Networking|10
FEBRUARY 2016|123456700000902|Sport|Sport|57
FEBRUARY 2016|123456700000902|Sport|Sport|82
FEBRUARY 2016|123456700000902|News & Media|News|93
FEBRUARY 2016|123456700000902|Books & Literature|Book Retailers|34
FEBRUARY 2016|123456700000903|News & Media|Science|64
FEBRUARY 2016|123456700000903|Arts & Entertainment|TV & Video|29
FEBRUARY 2016|123456700000903|Gambling|Sports Gambling|98
FEBRUARY 2016|123456700000903|Gambling|Sports Gambling|38
FEBRUARY 2016|123456700000903|Internet & Telecom|Social Networking|68
FEBRUARY 2016|123456700000904|Finance|Banking|73
FEBRUARY 2016|123456700000904|Sport|Rugby|15
FEBRUARY 2016|123456700000904|Arts & Entertainment|TV & Video|37
FEBRUARY 2016|123456700000904|News & Media|Magazines & E-Zines|22
FEBRUARY 2016|123456700000904|News & Media|News|43
FEBRUARY 2016|123456700000905|Gambling|Sports Gambling|41
FEBRUARY 2016|123456700000905|Sport|Soccer|4
FEBRUARY 2016|123456700000905|News & Media|Magazines & E-Zines|1
FEBRUARY 2016|123456700000905|Sport|Soccer|31
FEBRUARY 2016|123456700000905|Internet & Telecom|Social Networking|54
FEBRUARY 2016|123456700000906|Gambling|Sports Gambling|1
FEBRUARY 2016|123456700000906|Gambling|Sports Gambling|62
FEBRUARY 2016|123456700000906|Sport|Rugby|95
FEBRUARY 2016|123456700000906|Sport|Rugby|65
FEBRUARY 2016|123456700000906|Gambling|Sports Gambling|95
FEBRUARY 2016|123456700000907|News & Media|News|57
FEBRUARY 2016|123456700000907|Sport|Golf|74
FEBRUARY 2016|123456700000907|News & Media|Science|25
FEBRUARY 2016|123456700000907|News & Media|Science|79
FEBRUARY 2016|123456700000907|News & Media|News|88
FEBRUARY 2016|123456700000908|Sport|Golf|1
FEBRUARY 2016|123456700000908|Sport|Rugby|67
FEBRUARY 2016|123456700000908|Internet & Telecom|Social Networking|26
FEBRUARY 2016|123456700000908|Books & Literature|Book Retailers|41
FEBRUARY 2016|123456700000908|Sport|Rugby|12
FEBRUARY 2016|123456700000909|Sport|Soccer|52
FEBRUARY 2016|123456700000909|Sport|Golf|77
FEBRUARY 2016|123456700000909|Arts & Entertainment|TV & Video|15
FEBRUARY 2016|123456700000909|Sport|Soccer|64
FEBRUARY 2016|123456700000909|News & Media|Science|79
FEBRUARY 2016|123456700000910|Sport|Rugby|10
FEBRUARY 2016|123456700000910|Sport|Rugby|23
FEBRUARY 2016|123456700000910|Arts & Entertainment|TV & Video|22
FEBRUARY 2016|123456700000910|Arts & Entertainment|TV & Video|99
FEBRUARY 2016|123456700000910|Sport|Sport|36
FEBRUARY 2016|123456700000911|Gambling|Sports Gambling|45
FEBRUARY 2016|123456700000911|News & Media|Magazines & E-Zines|34
FEBRUARY 2016|123456700000911|Internet & Telecom|Social Networking|70
FEBRUARY 2016|123456700000911|Sport|Sport|67
FEBRUARY 2016|123456700000911|News & Media|News|91
FEBRUARY 2016|123456700000912|Internet & Telecom|Social Networking|9
FEBRUARY 2016|123456700000912|Internet & Telecom|Social Networking|10
FEBRUARY 2016|123456700000912|Sport|Sport|46
FEBRUARY 2016|123456700000912|Arts & Entertainment|TV & Video|13
FEBRUARY 2016|123456700000912|Internet & Telecom|Social Networking|7
FEBRUARY 2016|123456700000913|Sport|Soccer|33
FEBRUARY 2016|123456700000913|Arts & Entertainment|TV & Video|30
FEBRUARY 2016|123456700000913|Sport|Soccer|11
FEBRUARY 2016|123456700000913|News & Media|News|18
FEBRUARY 2016|123456700000913|Sport|Sport|26
FEBRUARY 2016|123456700000914|Sport|Golf|30
FEBRUARY 2016|123456700000914|Internet & Telecom|Social Networking|29
